160 3200
-40 -30 3 
102 -127 18 
-118 -5 55 
-140 108 130 
-49 -148 -10 
-80 15 92 
-47 -118 21 
101 -87 -24 
-24 -136 143 
155 6 83 
46 56 94 
-80 160 12 
-118 -47 51 
32 6 -87 
-79 -114 -23 
-136 51 -47 
149 -1 -10 
-75 151 35 
-116 -53 144 
-99 2 -16 
-158 -147 -23 
48 35 76 
153 134 150 
131 138 -7 
-154 113 -72 
-23 76 9 
-81 -17 -154 
-37 -82 -140 
115 27 -147 
-10 29 90 
-75 76 -1 
78 56 -123 
-142 -44 4 
-1 155 2 
19 -53 -114 
90 83 -154 
46 156 26 
-42 98 -136 
-147 -136 131 
-81 91 21 
-79 65 110 
-95 -139 113 
55 143 -148 
65 -1 -58 
-127 151 -49 
-139 -123 -8 
-30 145 130 
-128 31 -52 
-40 126 -137 
67 -85 22 
-154 153 -79 
-5 -10 156 
-103 62 -109 
117 -80 -58 
60 108 117 
130 -139 -72 
-96 -127 76 
-72 -152 -86 
150 -135 -77 
19 -129 -88 
112 -121 -82 
94 -84 144 
-104 -47 -1 
22 100 -10 
89 -87 15 
143 -37 -49 
98 22 -119 
-63 -72 76 
-109 76 131 
15 -75 -17 
144 102 131 
51 22 -139 
-139 56 160 
-34 144 12 
-104 90 19 
-75 91 -80 
160 -139 -81 
-42 62 93 
55 -118 83 
-79 56 130 
-129 -8 -87 
-28 -72 -104 
110 55 -105 
-152 9 83 
-52 -34 -87 
-75 -132 -23 
-23 134 -135 
-154 -49 -128 
155 101 4 
-123 -34 89 
-79 -30 143 
-40 -137 -75 
60 -135 -99 
100 -70 -23 
-96 -53 155 
65 -118 -139 
-87 -24 60 
-63 18 71 
134 20 101 
-85 21 -114 
113 89 157 
-137 -53 -14 
-142 90 -7 
-37 102 92 
76 111 -24 
156 -40 126 
108 -61 -42 
-114 43 -14 
153 -28 -68 
2 -139 18 
-95 -154 146 
101 150 13 
-147 153 -140 
-141 50 -154 
9 157 -121 
13 -79 -5 
134 160 -79 
-40 55 -137 
111 122 -124 
-14 -68 -49 
115 -77 57 
36 150 -105 
27 -119 138 
-142 92 -116 
-159 22 126 
125 78 -85 
100 -10 -140 
38 122 -87 
20 -1 64 
93 -99 108 
3 -96 60 
92 -121 60 
60 151 -87 
43 60 -14 
110 57 -154 
160 64 -40 
-82 -84 138 
160 56 18 
150 -69 108 
92 102 45 
-5 9 -124 
-47 12 -73 
55 94 -63 
-10 56 146 
9 -96 100 
43 -10 151 
76 -141 21 
-79 155 -47 
19 -123 -70 
15 -53 -44 
-104 -59 12 
48 -103 146 
138 -103 29 
12 150 126 
55 -97 20 
-34 -127 -118 
-7 12 36 
-116 -74 93 
-152 -159 65 
-25 -74 -132 
-129 101 89 
27 100 150 
90 89 -152 
-72 -17 115 
151 157 50 
-25 101 -14 
-148 21 27 
-34 -87 55 
2 65 -73 
57 110 156 
155 48 -81 
-124 64 64 
-1 90 149 
134 4 -114 
-104 125 -49 
117 -23 110 
-99 -75 89 
2 67 71 
15 20 -118 
101 -95 9 
-8 -88 144 
144 -33 125 
46 78 155 
94 -54 113 
92 -58 -127 
36 94 -114 
2 -127 101 
-80 13 2 
100 125 -69 
125 -105 27 
102 138 157 
20 145 -25 
78 153 110 
-152 -107 -52 
143 115 6 
-39 -10 15 
-140 -63 -73 
2 6 -158 
143 64 -42 
56 -25 -58 
-129 -127 89 
-104 -97 112 
-96 -59 -120 
131 -14 -116 
19 131 -59 
38 -148 -58 
146 76 -158 
65 -141 -74 
-137 108 -8 
117 76 46 
-114 156 4 
-84 94 -136 
-69 -147 12 
126 31 27 
-152 83 122 
-28 -40 -16 
-40 48 -135 
46 -74 -124 
38 -116 102 
-96 -7 -52 
100 -28 -23 
101 50 -82 
-152 38 64 
-135 -70 -109 
160 48 -154 
-106 3 56 
-87 -81 -11 
151 32 -84 
117 64 115 
50 125 -58 
115 6 125 
-63 76 -24 
-47 12 -84 
115 -58 19 
-97 -69 91 
-77 -77 50 
55 -124 19 
155 156 -114 
-109 21 78 
-59 -25 56 
9 15 -109 
89 60 60 
32 -77 122 
-142 134 -58 
144 -127 43 
51 -72 -119 
-44 71 -44 
102 112 -158 
-47 155 -116 
-11 -68 130 
-74 -159 -10 
-120 -40 -5 
6 138 -105 
43 122 -5 
-148 15 -75 
-123 -49 -128 
-68 90 -132 
-136 131 -79 
155 -103 -84 
27 38 111 
-49 -63 -123 
-85 -107 -28 
-152 66 -79 
-99 -61 -87 
51 -53 -7 
65 9 146 
-116 38 -120 
29 -58 145 
146 108 83 
101 -106 67 
12 -49 15 
67 146 -63 
-7 -107 108 
-37 -154 122 
-74 -124 98 
112 29 157 
151 -139 -132 
-141 155 -40 
-70 108 -59 
-129 -58 26 
29 67 51 
-16 -127 -33 
2 -123 102 
-61 -75 -72 
-61 155 91 
76 151 -61 
-16 151 93 
76 153 21 
-88 112 57 
-124 -142 83 
94 65 50 
-109 -129 157 
90 93 130 
-40 -152 -124 
-53 -123 -49 
-8 9 98 
-8 90 -34 
27 90 48 
3 -53 -123 
157 -73 -105 
83 -84 -128 
-129 20 -25 
112 20 35 
-17 -49 48 
-1 -68 -5 
60 -95 -14 
-154 134 -159 
157 -119 117 
110 51 89 
91 32 6 
125 115 -42 
-73 -119 6 
145 122 -69 
-73 160 91 
92 -42 22 
153 -33 94 
89 -52 101 
32 -142 -107 
13 -80 9 
-119 146 -47 
90 38 94 
-139 -53 113 
-124 71 -129 
-47 -85 -132 
-23 -11 -152 
-54 -84 13 
151 -135 92 
38 -79 -42 
31 102 -82 
-88 29 125 
-103 -8 117 
157 -107 12 
15 78 98 
38 -75 -97 
-127 -8 -81 
6 66 -152 
-141 -148 92 
-147 102 -140 
151 -88 94 
27 -132 31 
-34 60 13 
83 125 -85 
94 89 -97 
76 43 -137 
-118 131 150 
149 134 -75 
-132 -74 100 
-97 -133 101 
155 -70 -70 
-139 -142 3 
13 -136 -124 
146 3 -120 
-137 62 62 
67 9 67 
-52 -42 -30 
-37 -140 131 
-97 15 48 
151 -52 -97 
156 -86 -10 
48 35 -105 
3 12 122 
43 12 -44 
-107 46 -129 
100 78 -42 
27 -118 150 
55 -87 -123 
2 43 -33 
38 -42 3 
146 12 66 
-75 -1 92 
-82 98 83 
21 -7 122 
-133 -39 156 
-87 -136 143 
-75 -40 -54 
149 110 112 
-80 -7 -7 
92 36 -24 
-123 31 -116 
151 108 -114 
-133 -42 -123 
-128 92 64 
18 -17 -119 
143 50 65 
-123 98 12 
38 43 22 
-124 134 -135 
-119 122 -121 
-129 -121 -129 
117 153 -14 
46 117 138 
-54 -79 -81 
-8 57 -118 
-116 -141 115 
-104 -52 -40 
98 20 -97 
-96 62 -81 
-81 -106 -107 
145 -28 29 
12 134 122 
-96 -72 143 
9 22 -85 
-40 -24 -105 
56 -82 -152 
-25 134 134 
-129 134 93 
146 22 -127 
145 -140 138 
-148 -47 160 
-75 -28 -109 
-8 27 -82 
-136 57 -52 
-128 9 151 
-16 -81 -47 
93 78 157 
-70 -75 115 
-105 -118 -148 
-11 130 117 
31 157 -140 
-159 125 160 
-140 -114 -105 
9 -104 -75 
6 -97 15 
-129 38 -53 
45 -5 3 
-79 -11 27 
157 76 57 
-120 -47 -47 
-30 -14 -84 
-33 -81 55 
-82 31 45 
-105 -127 134 
-24 50 -127 
-104 29 117 
-107 83 -105 
101 93 151 
102 -25 21 
-88 134 134 
-8 -97 71 
-133 -88 94 
149 -74 -34 
-148 -44 91 
-148 -133 -33 
-142 -133 113 
110 21 -152 
57 3 153 
-82 -10 -25 
-70 115 91 
-25 115 122 
-84 -127 -16 
91 43 -116 
-104 -61 65 
-63 -97 -61 
-133 113 64 
-135 -152 -127 
-24 2 157 
-106 -1 -72 
60 71 46 
160 110 31 
-106 -69 -10 
108 -10 108 
-61 -120 -152 
110 -159 -109 
-152 -105 62 
-30 45 112 
108 -124 -42 
67 22 12 
45 -86 -103 
76 -86 151 
57 -128 29 
-120 76 155 
-103 -44 92 
76 60 126 
-23 55 -116 
125 -147 -61 
35 -58 78 
156 98 -86 
-1 -1 110 
20 76 3 
-34 3 46 
-121 -74 -73 
98 -141 43 
131 -116 -7 
-44 35 -40 
131 138 78 
156 18 -84 
-54 29 -80 
144 150 -120 
65 -24 62 
12 145 45 
-85 20 -124 
26 32 153 
-23 -59 -37 
-86 -24 -24 
-87 -14 146 
156 -23 -74 
113 55 -40 
-47 113 -120 
131 -119 -33 
145 26 -105 
83 56 -137 
-33 -11 150 
38 -127 22 
108 149 156 
-135 38 -154 
-63 -139 -73 
-33 9 -136 
-24 62 -128 
126 92 -24 
115 -142 -135 
-148 -128 -25 
60 -129 -17 
151 -39 -99 
-33 22 -40 
94 160 60 
22 -106 -7 
51 138 43 
145 -133 -103 
-14 -79 13 
46 157 46 
-119 153 45 
-128 13 -121 
78 -88 -81 
151 29 -72 
-42 76 -49 
31 -142 48 
-141 29 -79 
-139 -14 -87 
-159 122 46 
2 115 35 
94 60 13 
-127 62 66 
-129 -107 12 
-59 -75 145 
-44 112 111 
94 -69 -133 
-74 -95 50 
98 41 64 
-49 -154 -39 
21 22 48 
-114 45 13 
43 66 90 
-109 -81 -74 
18 78 -69 
-148 32 50 
-16 -54 -49 
6 -40 -96 
-11 145 -59 
115 -14 -49 
-85 -97 76 
-30 -129 -99 
45 31 -24 
-141 -28 55 
-42 143 -159 
157 -81 -97 
-84 15 -42 
102 -28 -96 
9 -135 -33 
35 -23 -30 
60 100 67 
-59 -128 -16 
46 -59 78 
-99 50 -133 
150 111 -127 
6 26 -139 
94 50 -140 
-88 64 -17 
-128 3 -40 
-129 12 -63 
-158 -16 -136 
-77 117 -52 
-7 65 111 
-96 -88 46 
13 -103 90 
-63 -142 -14 
32 22 -158 
145 108 -34 
-88 13 -16 
125 -72 65 
-72 -106 -72 
-49 -72 -88 
83 19 145 
156 -47 -141 
-40 -159 -77 
-88 -142 -129 
-159 78 48 
-72 -141 -104 
-139 -84 -77 
144 45 71 
89 -142 -103 
15 48 113 
-77 101 -69 
-132 13 -75 
146 -25 -7 
12 13 143 
-116 -154 100 
-52 -159 56 
151 -74 115 
2 -63 -139 
-11 -53 13 
29 -137 -107 
-87 65 3 
90 113 -85 
-79 -128 -80 
125 -69 -154 
64 -81 -82 
-73 110 101 
-37 -120 13 
-16 -37 -58 
-40 -106 101 
149 -49 -105 
110 -79 27 
108 -28 -87 
66 -132 -105 
-59 -8 94 
-79 -121 145 
3 -30 19 
-23 151 -16 
29 -158 60 
29 -61 67 
-136 -42 -81 
134 146 43 
-81 -88 -16 
-88 93 -141 
-28 35 110 
149 -34 21 
-104 -80 -54 
-37 -105 -68 
-47 46 55 
125 -16 -105 
-158 -17 117 
-72 -139 -128 
-154 -139 146 
-139 -40 -77 
-47 -49 -141 
144 -127 26 
56 -159 20 
-70 60 -74 
-84 160 -158 
157 155 71 
20 -85 -142 
71 -140 -42 
155 -74 -42 
-97 93 62 
115 -124 -14 
-88 155 67 
-49 65 93 
-116 -72 45 
-96 -119 -70 
2 115 41 
122 -63 90 
156 43 -148 
-95 143 13 
125 -80 125 
93 -1 -103 
156 9 -7 
-118 122 -148 
153 -11 -106 
-106 51 78 
-148 -52 76 
-147 -139 112 
-14 -128 -154 
-70 -79 -8 
-120 -58 -40 
27 6 4 
83 -53 -24 
4 89 125 
-44 -1 -103 
26 55 -95 
89 -86 -44 
-69 26 -148 
-148 -88 43 
90 -105 -73 
-40 -97 -87 
-74 -58 131 
-53 89 -103 
60 -58 26 
-73 78 -116 
-28 -106 115 
-99 -28 -8 
31 126 2 
-119 66 -137 
-39 93 36 
-86 66 57 
-133 151 -23 
-147 130 -120 
-63 9 108 
91 -47 113 
-96 92 62 
102 145 19 
-40 -37 -42 
-49 -140 64 
-14 83 -72 
78 3 -69 
144 12 -1 
45 -84 -95 
20 4 -147 
-119 -33 -54 
149 76 111 
57 -52 -39 
71 62 130 
89 -30 -75 
122 20 -95 
144 -85 9 
-154 -8 -103 
3 -59 -97 
151 -68 43 
113 100 -5 
157 125 27 
31 -79 153 
-86 98 -124 
-109 115 -5 
-14 -58 93 
-129 -148 -133 
153 160 -136 
143 153 66 
102 -121 115 
-128 101 122 
-61 -7 27 
-142 22 64 
89 -39 36 
134 4 160 
43 157 157 
-11 143 26 
-53 -147 -77 
-72 -72 144 
-80 111 -11 
38 94 89 
15 -34 -80 
-105 89 -16 
43 -139 20 
115 66 -59 
-86 -147 -129 
-69 60 115 
-123 -42 150 
-52 36 111 
-40 22 -129 
113 31 134 
-119 -33 98 
-129 41 -139 
83 41 21 
-25 21 -79 
-1 101 -95 
-58 -74 -23 
-52 -74 3 
18 -81 112 
-17 -147 -5 
-34 -53 65 
157 3 56 
143 -1 138 
-99 157 55 
145 65 -142 
-5 -119 27 
-121 125 151 
76 -128 78 
-25 -28 -120 
32 13 -106 
-28 55 9 
-106 115 4 
-28 -69 -7 
126 -82 -44 
-81 145 126 
31 57 -42 
29 29 43 
151 130 -87 
-17 110 144 
-140 -74 134 
67 -99 -14 
153 57 -133 
20 -7 -147 
-17 -119 -99 
-30 -105 -14 
92 -95 -75 
-97 -49 13 
-106 48 -11 
76 -103 -107 
93 9 -136 
-120 130 -37 
-72 29 -159 
-152 -58 -24 
-16 -11 -47 
155 6 -44 
57 -72 12 
160 -129 -28 
-7 6 126 
94 31 35 
-104 -119 -72 
102 108 -79 
12 102 -14 
143 -47 -129 
-58 -87 131 
-30 112 113 
-142 -52 29 
-70 -80 -37 
13 -142 -25 
15 -147 -129 
89 150 146 
122 145 110 
93 -140 56 
57 -82 144 
22 -75 2 
-54 -75 145 
-5 94 65 
-8 43 -159 
-105 9 -81 
-70 -40 108 
-8 102 -37 
122 21 71 
-123 -86 143 
-25 -133 -7 
-148 35 22 
130 6 -104 
15 -99 138 
-34 111 131 
-16 -121 2 
65 138 160 
-97 -7 46 
156 -1 94 
-97 50 -23 
31 -30 -120 
100 111 155 
-96 64 -88 
155 76 48 
-135 -116 -40 
113 -87 9 
20 -140 111 
108 -85 22 
2 -80 101 
138 -80 -106 
9 83 18 
115 -61 26 
113 60 143 
-28 -136 102 
2 -72 -135 
100 15 9 
156 130 56 
-7 -82 -25 
-30 117 134 
-152 -8 43 
83 2 102 
-118 -129 20 
-95 -119 -86 
-72 160 71 
-104 -53 134 
-154 -88 -141 
150 21 -152 
-68 -109 -8 
29 -47 -77 
-54 101 19 
-148 160 46 
-105 45 -42 
149 -8 66 
-11 60 4 
151 134 -107 
110 -1 138 
-61 -107 -88 
157 -118 150 
90 -75 149 
57 111 92 
-127 -140 -61 
-11 110 29 
-1 150 -85 
157 130 -85 
-148 150 -61 
66 91 110 
113 -23 45 
138 -33 2 
-133 -73 113 
-49 20 -136 
143 -121 -69 
-59 -124 41 
41 -68 -37 
60 -37 -28 
-68 -136 143 
38 67 35 
66 134 -137 
-158 -129 130 
108 117 -106 
-16 91 36 
160 -54 117 
-42 6 -88 
18 -49 71 
-106 -1 50 
43 -16 -79 
-69 -158 -49 
-17 138 -139 
98 -52 65 
71 -136 144 
83 45 112 
-11 78 -30 
31 57 145 
-87 157 -86 
78 51 -75 
-107 -141 78 
138 110 -49 
-140 -63 -106 
-63 26 -135 
-25 -30 -7 
-14 111 62 
153 -10 83 
-124 -133 -59 
-33 100 66 
-152 -95 45 
-52 46 -74 
-17 -70 -1 
146 126 91 
98 31 -121 
-69 -54 -158 
108 -121 112 
130 130 -79 
-73 32 -142 
62 66 -104 
102 -44 -30 
146 26 -25 
-53 134 -34 
-124 67 83 
36 155 12 
-44 18 -158 
-107 -159 112 
-86 -107 60 
-133 -132 46 
-85 71 126 
-121 -99 -61 
-37 78 -77 
-103 -33 -24 
-97 -24 -82 
-88 -118 -37 
6 108 9 
57 108 -135 
115 12 -1 
-128 143 -82 
122 -97 126 
-124 -80 -68 
48 -28 -63 
-68 153 -106 
83 32 -114 
112 -152 -77 
76 9 -80 
21 -114 -74 
-42 -129 83 
-79 -88 -109 
48 101 -17 
-14 66 12 
46 66 -124 
-141 108 32 
-49 92 153 
-109 66 66 
108 -23 45 
155 112 94 
22 6 -39 
-58 -106 60 
-136 -114 126 
-16 65 -86 
38 3 56 
20 -70 -147 
-68 22 -69 
-140 -5 90 
36 -59 45 
-72 -107 76 
-58 151 32 
-70 26 -80 
-74 -44 -132 
-5 48 -52 
65 156 -30 
71 -118 -77 
-88 -105 83 
-121 -119 102 
-52 6 62 
-77 -104 -87 
48 -42 -61 
21 27 92 
153 155 -159 
-97 62 110 
83 -123 -84 
36 65 -61 
-58 -72 156 
-52 -104 55 
-11 -42 -127 
131 -136 -137 
13 115 -107 
-73 78 150 
71 66 130 
-68 -42 -124 
29 4 -7 
32 115 -52 
-80 -16 62 
-107 20 -129 
2 -127 -152 
83 -132 -147 
4 138 -11 
-10 143 29 
-133 19 -52 
150 31 31 
-99 112 -73 
-58 -52 153 
78 19 92 
-120 55 3 
110 111 -7 
89 143 2 
83 -79 65 
113 -44 -23 
-59 -140 19 
-40 -154 160 
91 -52 -129 
-114 157 -82 
101 29 131 
-16 -40 -80 
-123 -105 -120 
-42 -73 -106 
35 -116 151 
-72 -140 -39 
27 46 -37 
9 -33 43 
38 45 91 
98 -58 -103 
92 -133 -109 
-97 -147 -159 
-68 -47 -137 
146 -40 108 
-5 -81 91 
-159 -148 143 
108 -123 -8 
-70 -133 45 
43 -14 -118 
-75 -88 94 
153 -127 -72 
100 -109 -42 
112 50 57 
-127 13 100 
100 -86 -39 
138 112 153 
98 -104 -17 
76 -118 90 
111 -14 -39 
13 -85 93 
67 160 -118 
21 -1 20 
151 -42 -154 
36 -63 -133 
-25 67 -158 
-77 -17 117 
83 145 -59 
43 9 43 
146 -87 50 
-28 43 -7 
93 -80 60 
149 -104 -30 
-123 90 -68 
41 -59 143 
98 -40 -49 
-42 89 -70 
-75 -105 89 
-82 98 22 
-34 115 12 
-16 150 -47 
-109 -10 -59 
-124 -70 -140 
13 -54 -116 
-11 93 -5 
66 -97 -86 
71 78 35 
-63 -8 -152 
-49 101 -158 
98 -23 144 
18 -24 -85 
-28 64 29 
-16 -54 60 
102 -68 -119 
-142 19 -77 
-75 -133 151 
-7 -96 -107 
93 102 111 
-85 90 -135 
156 149 66 
-109 -47 -7 
-52 110 144 
51 138 101 
-141 93 35 
26 130 -1 
-123 130 157 
150 36 -8 
62 130 32 
-68 -133 -70 
-105 -80 -44 
18 -53 -28 
-132 -118 -114 
-58 144 -99 
18 55 12 
57 -141 -25 
43 -33 -119 
31 29 149 
-68 -135 -142 
41 111 -39 
144 153 -74 
125 19 -96 
-75 -74 115 
-17 102 -75 
-59 -135 -53 
-121 67 -123 
155 160 -17 
-107 -10 -58 
64 -87 -5 
-11 -118 130 
-136 -84 -5 
-5 -136 57 
90 -154 35 
3 -82 57 
-14 -16 92 
-14 112 111 
160 -107 64 
-139 -140 -7 
46 62 13 
-11 -30 15 
-37 138 56 
35 -154 64 
94 4 -124 
-16 78 -58 
-23 -88 50 
64 31 160 
-86 -96 83 
35 35 98 
93 -148 -84 
-129 -142 -137 
157 -120 101 
144 -147 -7 
-8 -49 -133 
-132 41 -72 
-139 -135 150 
122 -25 115 
-74 -80 94 
102 -79 -142 
-85 -49 151 
-63 -14 -33 
-105 -49 29 
78 55 -1 
-17 -11 83 
131 -40 56 
-25 -61 -103 
-68 -5 89 
-118 -5 -53 
-119 48 -95 
-152 -53 -86 
101 20 100 
-132 -5 6 
108 -95 153 
50 -53 134 
153 149 48 
126 78 90 
-142 -123 -137 
-152 149 138 
-158 125 9 
-34 29 -109 
78 -81 -59 
-34 -42 -53 
-114 -121 27 
-69 144 -75 
-114 29 117 
157 -72 32 
92 -28 62 
-82 -63 -58 
-73 146 157 
-129 -7 150 
90 55 143 
71 -42 92 
90 151 9 
31 -105 110 
4 35 36 
66 -116 -140 
-106 -53 -53 
-147 -132 71 
-88 110 6 
146 41 -140 
48 90 160 
76 51 60 
31 2 157 
160 -47 76 
-106 98 -159 
-99 -59 -74 
-69 100 149 
101 -77 48 
-16 -148 78 
-121 -106 -120 
157 38 51 
21 134 64 
-84 -14 -139 
-63 160 -105 
31 12 110 
-129 -105 29 
-77 -136 -119 
-135 157 -152 
-25 138 115 
-121 102 -1 
-58 130 -61 
-34 -103 60 
-17 -84 160 
65 26 -59 
-58 4 -142 
-69 -139 -69 
-7 149 60 
94 126 -73 
-69 150 27 
13 -30 -154 
-39 -58 -14 
-86 126 -53 
-42 22 -82 
-116 151 -148 
98 113 134 
-133 -59 20 
93 89 -114 
-73 -132 -84 
-10 -114 98 
31 -7 91 
-53 -118 -159 
31 57 48 
-63 156 -14 
108 -14 38 
98 -139 -120 
-95 9 -17 
-24 130 -58 
-105 -25 76 
-123 102 -72 
22 -17 13 
101 -59 -54 
-58 111 101 
156 -74 -135 
89 56 115 
-16 21 122 
65 143 91 
-119 157 156 
150 -97 -24 
9 90 130 
-23 36 62 
-132 -84 -87 
-39 150 -137 
-86 9 -14 
19 -68 -10 
-81 -87 117 
-107 -59 93 
50 -1 131 
-17 -95 -40 
-39 -25 -16 
146 -73 -133 
21 43 157 
108 -14 -120 
66 98 6 
-107 101 -5 
13 115 151 
-88 -120 -120 
-75 155 145 
35 143 -139 
9 153 -119 
57 93 15 
130 -5 115 
-80 -37 -24 
-25 13 -37 
27 83 130 
-82 -1 26 
20 -73 48 
36 -109 51 
-116 -135 67 
-30 -74 22 
-74 -77 46 
48 111 9 
-69 -86 -136 
-53 41 -147 
-42 94 -47 
-148 -128 -104 
57 -123 -137 
71 64 19 
-61 -87 -73 
-24 110 -80 
-5 51 -85 
100 9 48 
64 57 -75 
89 22 65 
-97 60 157 
-80 71 -52 
-79 146 41 
48 83 55 
13 -116 -96 
117 31 -52 
-135 31 -80 
-96 45 -70 
-17 -105 51 
-99 -87 102 
-8 -37 -30 
-73 48 -114 
-68 153 144 
134 -141 -49 
-135 101 -58 
-116 64 51 
102 29 -28 
62 -73 15 
-61 89 -73 
-81 108 65 
131 22 -99 
3 -81 98 
-105 160 65 
-17 -140 31 
6 35 21 
43 110 -137 
138 -25 -77 
-121 -128 -139 
-141 138 156 
76 55 117 
90 112 149 
-129 -124 146 
35 145 56 
-11 -107 -42 
89 -142 89 
-119 21 3 
-103 -87 27 
45 -44 66 
6 -88 71 
144 -123 134 
71 -158 145 
56 -69 125 
-39 -37 -69 
35 -79 -72 
43 93 122 
64 -63 151 
-72 -58 27 
-142 -75 13 
66 -79 -54 
91 -128 -120 
51 15 -95 
-124 -158 -141 
-79 64 -88 
35 101 -44 
65 20 -47 
-121 -40 110 
78 100 64 
26 51 143 
62 -148 125 
-127 -142 -103 
-42 27 -49 
-120 -40 101 
102 126 -40 
-95 22 93 
157 64 -16 
51 117 -33 
20 6 100 
145 -79 71 
-148 -159 -39 
-84 93 -107 
151 -148 146 
62 -154 -109 
-23 102 -25 
-119 -120 -52 
-77 151 91 
-127 -80 9 
56 60 22 
-129 -103 36 
-135 -159 45 
-139 110 143 
117 -85 110 
-53 -23 89 
-116 32 19 
-72 71 2 
101 -79 -63 
-159 -25 -86 
36 62 100 
-80 -7 -58 
113 -40 13 
134 9 -132 
-114 156 -159 
117 90 4 
-53 43 -79 
115 27 -97 
51 -70 131 
-73 -99 131 
-34 -132 3 
76 153 125 
93 -114 -28 
-61 -135 -73 
27 108 -81 
41 -95 117 
-97 62 155 
-69 -34 -30 
67 131 -70 
20 27 160 
-109 -72 -152 
46 -42 22 
2 111 45 
-159 -103 138 
-104 102 6 
-85 -44 36 
-119 -75 13 
62 115 2 
-54 2 60 
-88 41 18 
35 143 112 
57 22 -133 
-39 -137 9 
2 76 67 
-70 -59 -96 
-16 155 -47 
-152 22 122 
-103 -127 115 
-63 -84 -154 
27 149 -107 
92 31 -17 
50 -140 149 
38 -8 -23 
144 4 -152 
-152 -28 130 
-103 143 31 
94 -17 6 
65 31 89 
125 -24 -139 
-123 -11 110 
-95 19 22 
134 131 -86 
-132 101 98 
-52 -7 143 
-74 -16 -158 
-24 43 -105 
-23 -7 66 
134 -139 22 
26 100 3 
-30 -53 -158 
78 -24 76 
-82 -75 22 
156 138 -109 
102 -116 9 
160 101 -86 
-72 57 134 
-135 66 -69 
-109 -72 67 
130 -142 -109 
43 -75 29 
12 89 -10 
151 -42 -136 
64 -81 -86 
-148 29 -44 
108 -114 46 
90 -147 -140 
18 94 -49 
-72 89 156 
-142 -81 35 
117 12 -69 
160 89 145 
108 83 -141 
-68 -132 -79 
51 -136 -119 
-10 -80 78 
157 151 -114 
-70 22 41 
-16 -136 90 
-1 -96 143 
-10 153 36 
92 -54 144 
-158 101 60 
-106 -11 -77 
-28 -128 56 
64 145 -105 
-86 -140 157 
-11 -87 -86 
-106 143 100 
125 111 -80 
130 145 -10 
76 26 -119 
-135 -87 -10 
-11 -84 46 
108 -5 -33 
6 -109 -106 
29 -49 76 
38 -135 -154 
-74 2 98 
101 6 -132 
66 134 -39 
111 131 -80 
122 -25 126 
78 -33 89 
-142 78 -152 
102 -103 -63 
60 117 -158 
157 36 155 
29 -140 67 
-28 -140 -95 
-1 -147 125 
-82 46 43 
130 93 -141 
-141 2 -44 
-133 -103 -84 
-124 -120 57 
122 -139 -16 
111 -84 -69 
153 -10 -17 
-17 -154 -84 
-47 93 -37 
-37 -121 9 
100 -40 -40 
18 41 -99 
-74 -95 -85 
-88 26 4 
117 78 19 
-95 -63 -97 
126 111 -136 
32 55 144 
-129 -72 -137 
-133 -37 15 
20 -72 -84 
-33 -139 -142 
-120 125 153 
131 -61 -42 
93 4 125 
93 71 -87 
153 -107 125 
-74 -142 -79 
12 -42 -52 
-148 -7 22 
-142 -47 9 
-141 36 111 
64 -75 27 
78 122 117 
-135 -85 -79 
-37 101 -158 
-116 -8 -141 
-40 -105 101 
-107 -73 -154 
3 -23 -133 
-139 55 -147 
145 -33 -72 
-103 55 -80 
-119 -114 92 
48 -14 -7 
-73 -95 126 
-124 -103 -24 
-148 -49 -39 
-104 -136 -80 
-70 -95 36 
48 -128 -133 
-40 101 -80 
27 -107 26 
71 131 130 
-24 156 157 
56 -75 57 
-109 66 -16 
-87 20 26 
50 126 -75 
67 -30 83 
113 -16 -87 
125 -24 155 
-132 -84 66 
-99 143 146 
38 101 117 
126 -99 -59 
-106 -24 -30 
55 -129 -47 
56 -107 -14 
-77 -8 -1 
76 -85 -61 
-42 26 -141 
-82 71 -129 
153 -135 -132 
20 134 -33 
76 76 71 
-34 -129 -97 
-47 -135 113 
130 -14 67 
150 -11 -47 
-114 160 -33 
-123 -72 -88 
